contentSize,gender,titleCount,wasShared,imageLevel,relevancy,videos,isWeekend,browser,readTime,channels
231826,Male,3,yes,noImage,no,medium,no,firefox,4,sports
247378,Female,5,no,noImage,yes,high,no,firefox,2,business
78765,Male,4,yes,blurred,no,high,no,firefox,4.5,sports
184078,Female,3,no,noImage,yes,high,no,firefox,4,sports
102942,Female,2,no,noImage,yes,high,no,firefox,4,news
258430,Female,2,no,noImage,yes,high,no,firefox,1.9,sports
244554,Female,6,no,noImage,yes,high,yes,edge,3.5,sports
252565,Male,3,no,noImage,no,high,yes,firefox,5.5,sports
262778,Female,3,no,noImage,yes,high,yes,firefox,3.7,sports
162572,Male,3,yes,noImage,no,high,no,firefox,5.5,sports
65706,Female,4,no,noImage,yes,high,no,firefox,4,sports
102569,Male,5,yes,noImage,no,high,no,firefox,4,business
350498,Male,7,no,noImage,no,medium,no,firefox,2.8,sports
159542,Female,7,no,noImage,yes,high,no,edge,4,lifestyle
142383,Male,3,no,noImage,yes,medium,yes,chrome,3.6,sports
229236,Male,4,no,noImage,no,high,no,chrome,4,sports
56559,Male,7,no,noImage,no,medium,no,firefox,1.2,sports
27049,Female,2,no,noImage,yes,high,no,firefox,1.2,sports
36376,Male,4,no,noImage,no,high,no,firefox,6,sports
194360,Male,4,yes,noImage,no,high,no,firefox,4,sports
246965,Male,2,no,noImage,yes,high,no,firefox,1.2,sports
191277,Male,5,yes,high,no,low,no,firefox,5,entertainment
268525,Male,2,no,noImage,yes,high,yes,firefox,3.2,sports
456604,Male,3,no,noImage,no,high,yes,firefox,4,sports
223464,Male,3,no,noImage,no,high,no,firefox,4,sports
341797,Male,5,no,noImage,yes,high,no,firefox,4,sports
174461,Female,2,no,noImage,yes,high,no,firefox,4,sports
392167,Male,4,no,noImage,yes,medium,yes,firefox,4.8,sports
210064,Male,6,no,noImage,yes,high,no,firefox,4,sports
233182,Female,7,no,noImage,yes,high,no,firefox,0.7,lifestyle
177550,Male,8,no,blurred,no,high,yes,firefox,1.4,news
143312,Female,6,no,noImage,yes,high,no,firefox,6,sports
326334,Male,2,no,noImage,yes,high,no,firefox,3.5,sports
179088,Female,4,no,noImage,yes,high,no,firefox,4,sports
207637,Male,2,no,noImage,yes,high,yes,firefox,1,sports
37289,Female,5,yes,noImage,yes,high,yes,firefox,4,business
36069,Male,3,no,noImage,yes,high,no,firefox,3.5,sports
53245,Male,2,no,noImage,yes,high,yes,firefox,4,business
399904,Male,3,no,noImage,yes,high,no,firefox,5,entertainment
199346,Female,4,no,noImage,maybe,low,no,firefox,4.5,entertainment
343019,Female,2,no,noImage,yes,high,yes,firefox,4,sports
232742,Female,2,no,noImage,yes,high,no,edge,4,business
390472,Male,6,no,noImage,no,high,no,firefox,4,entertainment
290124,Male,6,no,noImage,no,high,no,firefox,4,sports
242912,Female,2,no,blurred,yes,high,no,firefox,4,sports
70240,Female,4,no,noImage,yes,high,no,opera,4,sports
286405,Male,4,yes,noImage,no,low,yes,firefox,5,news
153841,Female,3,no,noImage,yes,high,no,firefox,4,sports
137367,Male,3,no,noImage,yes,medium,yes,opera,4.4,sports
313255,Male,7,no,noImage,no,medium,no,firefox,2.4,sports
100734,Female,3,no,noImage,maybe,high,no,firefox,4,sports
248584,Male,3,no,noImage,yes,high,no,firefox,4,sports
60001,Male,4,yes,noImage,no,medium,no,firefox,4,sports
335065,Male,2,no,noImage,yes,medium,no,firefox,3,sports
219262,Male,2,no,noImage,yes,high,yes,firefox,6,sports
186830,Male,2,no,noImage,yes,high,no,edge,4.5,sports
226385,Female,3,no,noImage,yes,low,yes,edge,4,sports
609789,Male,3,no,noImage,yes,high,yes,firefox,4,sports
307767,Male,4,no,noImage,no,medium,no,firefox,6,sports
217460,Male,3,yes,noImage,no,medium,no,firefox,6,sports
104052,Male,3,no,noImage,yes,high,no,firefox,4.2,sports
160893,Female,4,no,noImage,yes,high,no,firefox,3,news
68358,Female,2,no,noImage,yes,high,no,firefox,1.2,sports
243636,Male,4,yes,noImage,no,medium,yes,firefox,5,entertainment
71269,Male,4,no,noImage,yes,low,yes,firefox,4,entertainment
71898,Female,5,no,noImage,maybe,high,no,opera,3.5,sports
212048,Female,4,no,noImage,yes,high,yes,firefox,3,lifestyle
115040,Male,3,no,noImage,yes,high,no,firefox,2.5,news
111994,Male,5,no,blurred,yes,medium,no,firefox,4,sports
210794,Female,3,no,noImage,yes,high,yes,firefox,4,sports
88126,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
570821,Male,3,no,noImage,no,high,no,firefox,4,sports
146196,Male,6,no,noImage,no,high,yes,firefox,4,lifestyle
169482,Male,6,yes,noImage,no,high,no,firefox,4,business
63577,Female,3,no,noImage,yes,high,no,firefox,3,sports
208946,Male,2,no,noImage,yes,high,no,firefox,4,sports
26598,Male,4,no,noImage,yes,high,no,firefox,4,entertainment
189203,Male,2,no,noImage,yes,high,yes,firefox,4,sports
183892,Male,4,no,noImage,no,high,no,firefox,4,sports
194590,Female,8,no,noImage,yes,high,yes,firefox,0.8,lifestyle
188616,Male,2,no,noImage,yes,medium,yes,firefox,1.5,sports
116707,Male,6,no,noImage,yes,high,yes,firefox,4,sports
99199,Male,2,no,noImage,yes,high,no,firefox,2,sports
183620,Female,4,yes,noImage,yes,high,no,edge,4,news
110476,Male,3,no,noImage,no,high,no,firefox,4,sports
157043,Female,5,no,blurred,yes,high,yes,edge,3,news
150726,Female,5,no,noImage,yes,high,no,firefox,4,sports
214695,Male,3,no,noImage,yes,medium,no,edge,6,sports
172694,Male,4,no,noImage,no,high,no,edge,5,sports
344804,Male,3,no,noImage,no,high,no,firefox,5,sports
319422,Male,3,no,noImage,no,high,no,firefox,6,sports
327902,Male,3,no,noImage,no,high,yes,firefox,5.5,business
438176,Female,4,no,noImage,yes,high,yes,firefox,6.5,sports
197656,Male,5,yes,noImage,no,low,no,firefox,4.5,sports
219838,Male,3,no,noImage,no,high,yes,firefox,4,sports
35561,Male,6,yes,noImage,no,high,no,firefox,6,entertainment
156848,Male,3,no,noImage,yes,high,no,firefox,4,lifestyle
190257,Male,6,no,noImage,no,high,no,firefox,4,sports
156464,Male,3,yes,noImage,yes,low,yes,firefox,8.5,sports
65624,Male,4,no,noImage,yes,high,yes,firefox,4,sports
201699,Male,5,yes,noImage,no,high,no,firefox,4,sports
349910,Male,6,yes,noImage,no,high,no,firefox,4.5,sports
187097,Male,9,no,noImage,no,low,yes,firefox,4,entertainment
264314,Male,6,no,noImage,no,low,no,firefox,3.5,entertainment
282678,Female,4,no,noImage,yes,low,yes,firefox,2,entertainment
188923,Female,2,no,noImage,yes,medium,no,firefox,5.5,sports
114797,Female,5,no,noImage,maybe,high,no,edge,3.6,sports
245215,Male,6,no,noImage,no,high,yes,firefox,5,sports
36270,Male,4,no,noImage,yes,high,no,firefox,6,entertainment
107138,Male,7,no,noImage,no,medium,no,firefox,4,entertainment
77820,Male,4,no,noImage,no,high,no,firefox,6,sports
39477,Female,2,no,noImage,yes,high,no,firefox,4,sports
58305,Male,3,no,noImage,no,high,no,firefox,4,sports
359759,Male,2,no,noImage,yes,high,no,opera,4,sports
249147,Male,2,no,noImage,yes,high,no,firefox,3,lifestyle
44797,Female,2,no,noImage,yes,high,no,firefox,1.5,sports
164488,Male,3,no,noImage,yes,high,no,firefox,4,sports
48413,Male,5,no,noImage,no,high,no,firefox,4,sports
261276,Female,2,no,noImage,yes,high,no,edge,4,lifestyle
36592,Male,3,no,noImage,no,high,no,firefox,9.1,entertainment
280923,Male,3,no,noImage,no,high,no,firefox,4,sports
29617,Male,3,no,noImage,yes,high,no,edge,4,business
208802,Male,5,yes,high,yes,high,yes,firefox,3.6,entertainment
189240,Female,4,no,noImage,yes,high,no,edge,4,sports
37932,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
181705,Male,4,no,noImage,no,high,yes,firefox,4,sports
147548,Male,4,no,noImage,no,high,no,firefox,8.5,sports
306784,Male,5,no,noImage,no,low,no,firefox,3,entertainment
260953,Male,5,no,noImage,no,high,yes,firefox,4,lifestyle
190406,Male,5,yes,high,yes,high,yes,edge,3.6,business
230229,Male,2,no,noImage,yes,high,no,firefox,4,sports
46987,Female,3,no,blurred,yes,medium,yes,firefox,3.6,sports
301108,Male,6,no,noImage,no,medium,yes,firefox,2.2,sports
263081,Male,4,yes,noImage,no,high,no,edge,6,sports
37741,Female,3,no,noImage,maybe,low,yes,firefox,4,entertainment
115834,Female,4,yes,high,maybe,low,yes,firefox,5.5,sports
150076,Male,4,no,noImage,yes,high,no,firefox,3,sports
148254,Female,5,no,noImage,yes,high,no,firefox,2.8,entertainment
183611,Male,5,no,noImage,no,high,no,firefox,4,sports
258768,Male,3,no,noImage,yes,high,yes,edge,4,sports
287658,Male,4,no,noImage,yes,high,no,edge,4,sports
95946,Male,5,yes,noImage,no,high,yes,firefox,5,sports
31267,Male,5,no,noImage,no,high,no,firefox,4,sports
302149,Male,4,yes,high,no,medium,yes,opera,4,news
250135,Female,3,no,noImage,yes,low,no,firefox,4,sports
176073,Male,4,no,noImage,yes,high,no,firefox,5,sports
23580,Female,7,no,noImage,yes,high,yes,firefox,4,sports
163665,Female,2,no,noImage,yes,high,yes,firefox,4,sports
43953,Female,3,no,noImage,yes,high,yes,firefox,4,business
144860,Male,4,no,noImage,no,high,no,firefox,6.5,sports
61474,Male,6,yes,noImage,no,medium,no,firefox,5.5,entertainment
141570,Male,6,yes,noImage,no,low,yes,edge,4,sports
225660,Female,4,yes,noImage,maybe,low,yes,firefox,4.5,sports
336891,Female,4,no,noImage,yes,high,no,edge,4,sports
210164,Male,3,yes,noImage,no,low,no,firefox,4,entertainment
171080,Male,2,no,noImage,yes,high,no,firefox,2,sports
143342,Female,4,no,noImage,yes,high,no,firefox,4,sports
281627,Female,3,no,noImage,yes,high,yes,firefox,4,sports
409922,Male,4,yes,high,no,high,no,firefox,4,sports
224472,Male,7,yes,high,yes,high,yes,firefox,8,lifestyle
157262,Female,3,no,noImage,yes,low,yes,firefox,4.5,sports
144949,Male,3,yes,noImage,no,high,yes,firefox,4,sports
303860,Male,7,no,blurred,yes,low,yes,firefox,2,news
104293,Female,3,no,noImage,yes,high,yes,firefox,4,sports
195481,Male,3,no,noImage,yes,high,no,firefox,4,sports
193995,Male,4,no,noImage,no,high,no,firefox,3,sports
105216,Female,7,no,noImage,yes,high,no,firefox,2.5,sports
147206,Male,4,yes,noImage,no,high,no,firefox,4,sports
173585,Female,2,no,noImage,yes,medium,no,edge,1.8,sports
187870,Male,4,yes,high,no,high,yes,firefox,5,sports
248919,Male,4,no,noImage,no,high,yes,firefox,4,sports
280410,Male,4,no,noImage,no,high,no,edge,4,sports
170861,Female,4,no,noImage,yes,high,no,firefox,3.2,business
409230,Male,2,no,noImage,yes,medium,no,firefox,4,entertainment
340171,Male,6,no,noImage,no,high,no,edge,4,sports
41017,Male,4,yes,noImage,no,low,no,firefox,5.2,sports
416356,Male,2,no,noImage,yes,high,no,firefox,4,sports
261504,Female,4,no,noImage,yes,high,no,firefox,4,sports
205555,Female,4,no,noImage,yes,high,yes,opera,4,business
245317,Male,4,yes,noImage,no,high,no,firefox,5.6,sports
153685,Female,4,no,noImage,yes,high,yes,edge,5.2,sports
169758,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
99374,Male,4,no,noImage,no,high,yes,firefox,5.5,sports
139452,Female,6,no,noImage,yes,high,no,firefox,1.6,news
227832,Male,5,no,noImage,no,high,no,firefox,4,sports
213024,Male,2,no,noImage,yes,high,no,firefox,3,entertainment
24008,Male,2,no,noImage,yes,high,no,firefox,7.2,lifestyle
33487,Male,6,no,noImage,no,high,no,firefox,4,entertainment
187934,Female,4,no,noImage,maybe,high,no,firefox,2,entertainment
421561,Male,3,no,noImage,yes,high,yes,firefox,2.5,sports
109969,Female,4,no,noImage,yes,high,yes,firefox,2,sports
116830,Male,2,no,noImage,yes,high,no,firefox,4,sports
117166,Male,4,no,blurred,no,high,yes,firefox,4,sports
106951,Male,3,no,noImage,yes,high,no,firefox,4.2,sports
89625,Female,3,yes,noImage,maybe,high,no,opera,0.5,sports
194537,Female,4,no,noImage,yes,high,no,firefox,4,sports
144002,Male,4,no,noImage,yes,high,no,firefox,5,sports
202214,Female,2,no,noImage,yes,high,no,firefox,4,sports
109762,Male,4,no,noImage,yes,high,no,firefox,4,sports
292570,Female,4,no,noImage,yes,high,yes,firefox,4,sports
105252,Male,7,no,high,yes,high,no,firefox,3.5,sports
94552,Female,7,no,noImage,yes,high,no,firefox,4,sports
46401,Female,5,no,noImage,yes,high,yes,firefox,5,news
151150,Male,2,no,noImage,yes,high,yes,firefox,2.7,sports
197689,Female,3,no,noImage,yes,high,no,edge,3.8,sports
180477,Male,4,yes,noImage,no,low,no,firefox,5,entertainment
181761,Female,2,no,noImage,yes,high,no,firefox,4,sports
381153,Male,3,no,noImage,no,high,no,firefox,4,sports
165474,Male,2,no,noImage,no,high,no,firefox,3.9,sports
190174,Female,4,no,noImage,yes,high,no,firefox,4,business
295991,Female,2,no,noImage,yes,high,yes,firefox,2,sports
198262,Female,5,no,noImage,maybe,high,no,firefox,3,entertainment
190385,Female,3,yes,noImage,yes,high,yes,firefox,4,sports
411560,Male,3,no,noImage,no,high,no,edge,4,lifestyle
262116,Male,5,no,noImage,no,high,yes,firefox,4.8,sports
178922,Female,5,no,noImage,yes,high,yes,firefox,1.5,sports
192963,Male,5,yes,noImage,no,high,yes,opera,3.5,sports
209538,Male,3,yes,noImage,no,medium,yes,firefox,5,entertainment
103277,Female,2,no,blurred,maybe,high,no,firefox,3,entertainment
216086,Female,2,no,noImage,yes,high,yes,firefox,3,sports
636017,Male,2,no,noImage,yes,high,no,edge,4,sports
155781,Male,3,no,noImage,no,high,no,firefox,4,sports
136873,Male,2,no,noImage,yes,high,no,firefox,4,sports
122066,Male,5,yes,noImage,no,high,no,firefox,3.5,business
346406,Male,3,no,noImage,yes,high,yes,firefox,5,business
117915,Male,4,no,noImage,yes,high,yes,firefox,4,sports
19914,Female,4,no,noImage,maybe,high,no,opera,5,sports
255364,Male,6,yes,noImage,no,low,no,firefox,6,sports
703107,Male,3,no,noImage,yes,high,no,edge,4,sports
62374,Male,3,no,noImage,yes,high,no,firefox,4.8,sports
96245,Male,3,no,noImage,yes,high,no,firefox,4,sports
348796,Male,4,no,noImage,yes,high,yes,firefox,4,sports
136873,Male,2,no,noImage,yes,high,no,firefox,1,sports
388252,Male,4,no,noImage,no,high,yes,edge,4,sports
47783,Female,3,no,noImage,yes,high,no,firefox,3,sports
194167,Female,6,no,blurred,yes,high,no,firefox,4,sports
544792,Male,4,no,noImage,no,high,no,firefox,4,business
434463,Female,3,no,noImage,yes,high,yes,firefox,3.9,sports
317219,Female,3,no,noImage,yes,high,yes,firefox,4,sports
221603,Female,7,no,noImage,yes,medium,no,firefox,3.4,sports
233711,Male,2,no,noImage,no,high,no,firefox,5,sports
111567,Male,3,no,noImage,yes,high,no,firefox,4.8,sports
79830,Male,6,no,noImage,no,high,no,opera,4,sports
192259,Male,3,yes,noImage,no,high,yes,firefox,3.5,entertainment
239663,Male,2,no,noImage,no,high,yes,firefox,4,sports
34987,Male,4,yes,noImage,no,high,yes,firefox,3.5,news
409189,Male,4,no,noImage,no,medium,no,firefox,4,entertainment
135525,Female,5,no,noImage,yes,high,yes,firefox,4,sports
152159,Male,4,no,noImage,no,high,yes,edge,4,sports
141363,Female,2,no,noImage,yes,high,no,firefox,4,sports
214816,Male,4,yes,noImage,no,low,yes,firefox,4,sports
42907,Male,4,no,noImage,yes,high,no,firefox,4.8,sports
161815,Female,3,no,noImage,yes,high,no,firefox,3.5,sports
127314,Male,4,yes,noImage,no,medium,yes,firefox,4.5,sports
395368,Male,5,no,noImage,yes,high,no,edge,4,sports
184176,Female,7,no,noImage,yes,high,no,firefox,2.8,sports
112660,Male,4,no,noImage,yes,high,yes,firefox,3.5,sports
183709,Female,5,no,noImage,yes,high,yes,firefox,4,sports
434114,Male,4,no,noImage,no,high,no,firefox,4,sports
165315,Male,6,yes,high,no,high,yes,firefox,4.3,entertainment
190997,Male,6,yes,noImage,no,low,yes,firefox,5,sports
335533,Male,3,no,noImage,yes,high,no,firefox,2,sports
176146,Male,3,no,noImage,yes,high,no,chrome,3.5,sports
272063,Male,2,no,noImage,yes,high,no,firefox,3.5,sports
169564,Female,3,no,noImage,yes,high,no,firefox,4,sports
188856,Female,6,yes,high,yes,low,yes,firefox,5.5,sports
69847,Female,3,no,noImage,yes,high,yes,opera,4,sports
198759,Male,5,yes,noImage,no,high,yes,firefox,8,entertainment
175431,Male,2,no,noImage,no,high,no,firefox,2,sports
228357,Female,3,no,noImage,yes,high,yes,firefox,4,sports
284120,Male,7,no,noImage,no,medium,no,firefox,4,entertainment
109133,Male,4,no,noImage,no,high,no,firefox,4,sports
167336,Female,3,yes,noImage,maybe,low,no,firefox,4.5,sports
42209,Male,8,no,noImage,yes,high,yes,firefox,2.5,lifestyle
282951,Male,4,no,noImage,no,high,no,firefox,4,sports
303155,Male,4,yes,noImage,no,low,yes,firefox,5,sports
261899,Male,4,no,noImage,no,high,no,firefox,4.4,sports
168030,Female,3,yes,high,maybe,high,no,firefox,2.1,sports
71417,Male,5,no,noImage,no,high,yes,firefox,4,business
239130,Male,3,no,noImage,yes,low,no,firefox,5,sports
200560,Male,7,no,noImage,no,high,yes,firefox,2,sports
157541,Male,2,no,noImage,yes,high,no,firefox,2.7,sports
255004,Male,3,no,noImage,yes,medium,no,firefox,5,sports
230136,Male,5,yes,noImage,no,high,no,edge,6,sports
124963,Male,5,yes,noImage,no,high,no,firefox,3.5,news
39615,Male,2,no,noImage,yes,high,no,firefox,4.5,sports
47678,Male,2,no,noImage,yes,high,no,firefox,4,sports
281315,Male,4,no,noImage,yes,high,yes,firefox,5,news
176123,Male,2,no,noImage,yes,medium,no,opera,4,sports
165350,Male,2,no,noImage,yes,high,no,edge,5,lifestyle
235862,Female,3,no,noImage,yes,low,no,firefox,4.5,sports
142579,Male,4,no,noImage,yes,medium,yes,edge,5,sports
38294,Male,4,no,noImage,no,high,no,firefox,4,sports
111483,Male,4,yes,noImage,no,low,yes,firefox,5,sports
189850,Male,3,no,noImage,yes,high,no,edge,4,sports
145874,Male,3,no,noImage,no,medium,yes,opera,2,business
139012,Male,2,no,noImage,yes,high,yes,opera,4,sports
211654,Male,3,yes,noImage,no,high,yes,firefox,4,news
173090,Female,6,no,noImage,yes,high,yes,firefox,4.5,news
104834,Female,3,no,noImage,yes,high,yes,firefox,4,sports
195124,Male,4,no,noImage,no,high,no,firefox,6,lifestyle
32146,Male,4,no,noImage,yes,high,yes,firefox,6,sports
282674,Male,5,yes,noImage,no,high,no,opera,4,sports
190403,Male,4,no,noImage,yes,low,no,firefox,6,sports
247025,Male,3,no,blurred,yes,medium,yes,firefox,4.8,sports
198258,Male,3,no,noImage,yes,medium,yes,firefox,3.5,sports
172748,Male,3,no,noImage,yes,high,no,firefox,4,entertainment
287988,Male,2,yes,high,yes,high,yes,firefox,4,business
122307,Male,5,yes,noImage,no,medium,yes,firefox,4,entertainment
175017,Male,6,no,noImage,yes,high,yes,firefox,2.5,lifestyle
170183,Female,2,no,noImage,yes,high,no,firefox,2,sports
150812,Female,5,no,noImage,yes,high,no,firefox,3.5,sports
241185,Female,2,no,noImage,yes,medium,no,firefox,4.8,sports
174864,Male,6,yes,noImage,no,medium,no,firefox,5.5,entertainment
30529,Male,4,no,noImage,yes,high,no,firefox,4,sports
301637,Male,3,no,noImage,yes,high,yes,firefox,4,sports
423222,Male,5,yes,blurred,no,high,no,firefox,6,sports
214781,Male,4,yes,low,no,high,yes,firefox,4,sports
242912,Female,2,no,noImage,yes,high,no,firefox,3.5,sports
191529,Male,5,no,noImage,no,low,no,firefox,6,sports
117363,Female,2,no,noImage,yes,medium,yes,firefox,3.5,sports
333158,Female,2,no,noImage,yes,high,no,firefox,4.8,sports
193260,Male,4,no,noImage,no,high,no,opera,2.5,sports
278378,Male,3,no,noImage,no,high,no,edge,4,business
111394,Male,6,yes,noImage,no,high,yes,firefox,4,sports
102476,Male,3,no,noImage,yes,high,yes,firefox,2.5,sports
26451,Male,3,no,noImage,no,high,no,opera,4,sports
209137,Male,7,no,noImage,no,high,yes,firefox,4,lifestyle
210945,Female,3,no,noImage,maybe,high,yes,edge,3.5,sports
115023,Male,6,no,noImage,no,high,no,firefox,4,news
53833,Male,5,yes,noImage,no,high,no,firefox,4,sports
150057,Male,4,no,noImage,no,low,no,firefox,6.5,sports
128086,Male,2,no,noImage,yes,high,no,firefox,1.8,sports
28473,Male,3,no,noImage,no,high,yes,firefox,4,sports
155509,Female,5,no,noImage,yes,high,no,edge,4,sports
165315,Male,6,no,noImage,no,high,yes,firefox,7,sports
171889,Female,3,no,noImage,yes,medium,yes,firefox,2.4,sports
185057,Female,4,no,noImage,yes,low,no,firefox,4,news
277034,Male,6,yes,noImage,yes,medium,no,firefox,6,sports
166606,Male,4,no,noImage,no,high,yes,firefox,4,sports
97453,Female,3,no,noImage,yes,medium,no,firefox,5.4,sports
136094,Male,3,no,noImage,yes,high,no,firefox,4,sports
61855,Female,2,no,noImage,yes,high,no,firefox,3,lifestyle
182771,Male,3,no,noImage,yes,high,yes,opera,1.5,sports
418961,Female,5,no,noImage,yes,medium,yes,edge,2.5,sports
106961,Male,4,yes,noImage,no,medium,no,firefox,4,sports
81846,Male,3,no,noImage,no,high,no,opera,4,sports
105936,Female,4,no,noImage,yes,high,yes,firefox,4,sports
36425,Female,4,no,noImage,yes,high,no,firefox,4,sports
595088,Male,3,no,noImage,no,high,no,firefox,6.3,sports
149018,Male,4,no,noImage,no,high,no,firefox,4,sports
229613,Female,3,no,noImage,yes,high,no,firefox,4,sports
33521,Male,4,yes,noImage,no,low,no,firefox,4,sports
70539,Male,4,no,blurred,no,medium,no,firefox,5,sports
105728,Female,5,yes,noImage,maybe,high,no,opera,2.8,business
193215,Male,3,no,noImage,yes,low,no,firefox,5,sports
137363,Female,2,no,noImage,yes,high,no,firefox,4,sports
104892,Male,4,no,noImage,no,high,no,firefox,4.5,entertainment
149427,Male,3,no,noImage,yes,high,no,firefox,3.5,sports
176634,Female,2,no,noImage,yes,high,no,firefox,4,business
183279,Male,4,no,noImage,no,high,no,firefox,4,sports
225775,Male,2,no,noImage,yes,high,no,firefox,4,lifestyle
202091,Female,3,no,noImage,yes,high,yes,firefox,6,sports
123151,Male,4,no,noImage,no,high,yes,firefox,6,sports
168187,Female,2,no,noImage,yes,high,no,firefox,5,sports
33521,Male,4,no,noImage,no,high,yes,firefox,4,business
243678,Female,3,no,noImage,yes,medium,no,firefox,4,business
164898,Male,4,no,noImage,yes,high,no,firefox,4,sports
262280,Female,2,no,blurred,maybe,high,no,firefox,4,lifestyle
290614,Male,3,no,noImage,no,high,no,firefox,4,business
199265,Male,5,no,noImage,yes,high,no,edge,4,entertainment
207668,Male,3,no,noImage,yes,medium,no,firefox,3,sports
30687,Male,2,no,noImage,yes,high,no,firefox,1,business
27939,Male,2,no,noImage,no,high,no,opera,2.4,business
438996,Male,2,no,noImage,yes,high,yes,firefox,4,sports
152915,Female,5,no,noImage,yes,high,no,firefox,4,sports
186030,Male,7,no,noImage,no,high,no,firefox,3.2,lifestyle
297759,Female,5,no,noImage,yes,medium,no,firefox,4,news
171242,Male,6,yes,noImage,yes,low,no,firefox,6,sports
206088,Female,3,no,noImage,yes,medium,yes,firefox,4,sports
182792,Female,3,no,noImage,yes,high,no,firefox,4,sports
167725,Male,4,no,noImage,no,medium,no,firefox,2.4,sports
160674,Female,4,no,noImage,yes,low,no,firefox,4,sports
194710,Female,4,no,noImage,yes,low,no,firefox,4,sports
255027,Female,4,no,noImage,yes,low,yes,edge,4,sports
204641,Male,2,no,noImage,yes,high,yes,firefox,5,sports
177787,Female,2,no,noImage,yes,high,no,firefox,2,business
54932,Male,3,yes,noImage,yes,high,no,firefox,3.5,sports
91506,Male,5,no,noImage,no,medium,no,firefox,6.5,entertainment
198634,Female,3,no,noImage,yes,high,yes,firefox,4,sports
227146,Male,3,yes,noImage,no,medium,yes,firefox,4,sports
135647,Male,6,no,noImage,no,medium,yes,firefox,6,sports
55508,Female,4,no,noImage,yes,high,no,firefox,4,sports
174912,Male,4,no,noImage,yes,high,no,firefox,4,sports
175925,Male,5,no,noImage,no,high,no,firefox,4,sports
157486,Male,6,yes,high,no,high,yes,firefox,4,entertainment
329144,Male,5,yes,noImage,no,high,no,firefox,4.4,news
81761,Male,7,no,noImage,no,high,yes,firefox,0.2,lifestyle
102318,Male,5,no,noImage,yes,low,yes,firefox,2.5,entertainment
266463,Male,3,yes,noImage,no,high,no,firefox,4,business
107314,Female,6,no,noImage,yes,high,no,edge,4,business
114158,Female,3,no,noImage,yes,high,no,firefox,4,sports
124052,Male,3,no,noImage,no,high,no,firefox,4,sports
144301,Male,3,no,noImage,yes,medium,no,firefox,4.2,sports
176683,Male,3,yes,noImage,no,medium,yes,firefox,7,sports
234663,Male,2,no,noImage,yes,high,no,firefox,4,sports
178948,Female,4,no,noImage,maybe,high,no,firefox,5,entertainment
607848,Male,4,yes,noImage,no,medium,yes,firefox,4,entertainment
202937,Female,4,yes,noImage,yes,high,yes,firefox,4,sports
83413,Male,3,yes,noImage,no,high,yes,firefox,3.5,business
212798,Female,3,no,noImage,yes,low,yes,firefox,4.5,sports
192258,Male,6,no,noImage,yes,high,no,firefox,4,business
112497,Male,4,yes,noImage,yes,medium,yes,firefox,5,sports
97521,Male,3,yes,noImage,no,medium,yes,firefox,5,sports
160972,Male,3,no,noImage,no,high,no,firefox,5,sports
322931,Male,2,no,noImage,yes,high,no,firefox,5.5,sports
403519,Male,2,no,noImage,no,high,no,firefox,4,sports
330174,Male,4,no,noImage,no,high,no,firefox,4,news
278155,Male,2,no,noImage,yes,high,no,firefox,4,sports
39054,Male,3,yes,noImage,no,low,no,firefox,6.5,sports
170287,Male,6,yes,noImage,no,medium,yes,firefox,4,sports
336643,Female,4,no,noImage,yes,high,yes,firefox,4,sports
264166,Female,3,no,noImage,yes,high,yes,firefox,4.5,sports
433705,Male,4,yes,noImage,no,high,no,firefox,5.2,news
27044,Female,3,no,noImage,yes,low,yes,firefox,4.3,sports
165599,Male,4,yes,noImage,no,high,no,firefox,4,sports
159759,Male,3,no,noImage,yes,high,yes,firefox,4,sports
385092,Female,3,no,noImage,yes,high,no,firefox,3.6,sports
188808,Male,4,no,noImage,yes,high,yes,firefox,3,sports
167476,Male,3,no,noImage,no,high,no,firefox,5,sports
194096,Female,2,no,noImage,yes,high,no,firefox,1,business
182460,Male,6,yes,noImage,no,low,no,firefox,3,sports
102323,Male,2,no,noImage,yes,high,no,firefox,3,lifestyle
232139,Male,6,no,noImage,yes,high,no,firefox,4,sports
341741,Female,4,no,noImage,yes,high,no,firefox,1.2,sports
206008,Male,2,no,noImage,yes,high,no,edge,5,sports
344415,Male,5,yes,noImage,yes,high,yes,firefox,3.7,sports
372130,Male,4,no,noImage,no,high,no,edge,4,business
27766,Male,4,yes,noImage,yes,low,yes,firefox,6,sports
140764,Female,2,no,noImage,yes,high,yes,firefox,1.5,sports
161259,Male,2,no,noImage,yes,high,yes,firefox,1.2,lifestyle
22201,Male,4,yes,noImage,no,low,yes,opera,4,sports
187046,Male,4,no,noImage,no,high,yes,firefox,5,entertainment
137591,Male,2,no,noImage,yes,medium,no,firefox,3.5,sports
274276,Female,5,no,noImage,yes,high,no,firefox,4,sports
341757,Female,4,no,noImage,yes,high,no,firefox,4,sports
218542,Female,4,no,noImage,yes,high,no,edge,4,sports
190020,Male,4,no,noImage,no,high,yes,firefox,5,news
221436,Female,3,yes,noImage,maybe,high,yes,firefox,4,sports
52187,Male,4,no,noImage,no,low,no,firefox,4,entertainment
